datetime,tempmax,tempmin,temp,dew,winddir,sealevelpressure,cloudcover,visibility,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
01-01-2015,21.0,9.0,14.4,10.6,10.9,1017.0,58.9,0.7,313.22,607.98,69.16,36.39,110.59,33.85,14.31,10.34,41.68,13.47,24.86,472.0
02-01-2015,15.5,12.0,14.2,12.8,95.6,1018.0,81.4,1.4,186.18,269.55,62.09,32.87,88.14,31.83,8.07,8.17,29.97,10.32,20.09,454.0
03-01-2015,17.0,13.0,14.8,13.5,303.9,1017.3,92.9,0.9,87.18,131.9,25.73,30.31,47.95,69.55,7.84,2.3,19.71,3.67,10.23,143.0
04-01-2015,18.0,10.0,13.8,10.9,296.7,1019.2,46.5,0.8,151.84,241.84,25.01,36.91,48.62,130.36,9.64,5.19,25.36,4.28,9.71,319.0
05-01-2015,20.5,8.0,13.1,8.5,288.5,1016.3,12.7,1.6,146.6,219.13,14.01,34.92,38.25,122.88,6.69,3.71,23.2,3.08,6.21,325.0
06-01-2015,17.1,9.0,11.7,8.6,296.2,1015.2,33.2,0.8,149.58,252.1,17.21,37.84,42.46,134.97,6.91,3.6,26.83,4.04,7.35,318.0
07-01-2015,13.6,6.0,9.7,8.2,291.2,1015.8,33.6,0.7,217.87,376.51,26.99,40.15,52.41,134.82,7.32,6.02,28.96,5.33,9.42,353.0
08-01-2015,12.9,7.0,9.0,7.9,275.8,1018.2,55.0,0.3,229.9,360.95,23.34,43.16,51.21,138.13,8.4,3.02,30.51,6.94,11.4,383.0
09-01-2015,15.0,7.0,9.6,7.7,288.9,1019.5,50.1,0.9,201.66,397.43,19.18,38.56,45.6,140.6,7.25,3.19,32.94,6.26,11.12,375.0
10-01-2015,17.0,7.8,11.1,8.0,292.4,1018.4,6.1,1.3,221.02,361.74,24.79,46.39,55.19,134.06,7.4,5.44,34.12,5.0,9.44,376.0
11-01-2015,15.0,7.0,10.3,7.7,304.3,1018.5,29.2,0.8,205.41,393.2,28.46,47.29,57.88,131.1,7.08,4.7,50.37,5.93,10.59,379.0
12-01-2015,16.0,6.7,10.8,8.4,112.6,1018.8,41.4,0.8,212.41,345.63,24.77,44.71,54.66,148.51,5.07,6.08,40.08,6.3,10.68,375.0
13-01-2015,17.5,6.0,10.9,8.5,121.2,1016.9,28.2,0.7,197.61,301.04,34.28,45.88,62.95,145.48,8.14,5.29,39.54,5.46,9.5,366.0
14-01-2015,15.0,9.3,12.2,9.9,115.5,1016.3,60.9,1.0,164.39,227.38,20.78,41.17,48.09,166.7,7.32,4.99,42.05,4.66,10.72,353.0
15-01-2015,18.0,5.0,11.1,8.4,275.9,1019.0,21.2,0.5,166.19,283.93,47.91,56.7,79.73,124.64,7.67,6.1,43.25,7.04,20.55,340.0
16-01-2015,19.5,8.0,12.2,10.2,265.2,1018.9,36.1,0.6,174.98,309.99,42.33,49.41,70.6,136.4,8.99,4.04,34.7,7.71,15.83,356.0
17-01-2015,21.0,8.0,13.0,10.2,288.6,1018.7,29.9,0.9,196.46,356.2,42.18,53.04,80.18,125.49,7.35,5.16,25.77,9.53,17.59,360.0
18-01-2015,21.0,6.0,12.6,8.8,284.2,1018.4,9.1,0.9,201.51,359.75,45.51,53.77,75.83,120.45,8.37,5.74,23.22,8.91,20.95,370.0
19-01-2015,20.0,8.4,13.0,9.9,268.3,1018.4,34.2,0.7,183.35,305.13,27.32,39.88,55.67,148.49,7.97,5.3,25.34,5.21,12.93,362.0
20-01-2015,17.6,10.0,12.8,10.3,127.8,1019.5,63.9,0.8,165.63,257.04,16.47,34.23,37.68,146.31,6.92,4.81,22.69,3.85,6.76,340.0
21-01-2015,17.0,10.0,12.9,10.2,104.8,1020.5,64.4,1.2,159.54,235.27,12.27,22.56,33.02,63.23,8.21,6.52,18.56,4.73,8.26,338.0
22-01-2015,13.2,11.0,12.4,11.4,101.0,1020.0,90.9,0.9,143.68,183.89,14.75,21.82,34.88,39.65,9.72,8.55,6.94,4.65,9.54,332.0
23-01-2015,19.0,12.0,14.7,12.9,347.4,1019.6,69.1,1.5,128.73,136.07,11.99,17.35,29.46,39.98,8.71,4.91,10.91,2.74,7.64,254.0
24-01-2015,16.0,10.2,12.4,10.3,291.9,1020.2,59.3,1.0,164.98,200.02,10.38,15.77,25.49,38.77,8.65,12.04,9.35,3.03,5.5,324.0
25-01-2015,17.2,9.0,12.0,9.8,285.8,1020.1,52.9,0.9,148.59,203.81,11.82,20.83,28.29,45.62,8.6,6.7,16.65,3.71,6.98,333.0
26-01-2015,15.8,11.0,13.3,11.6,328.4,1019.6,83.4,1.0,129.34,137.86,12.46,25.66,29.48,60.96,5.26,6.35,18.18,3.0,5.87,292.0
27-01-2015,17.9,9.0,13.3,10.0,293.4,1019.1,42.4,1.0,154.2,217.2,14.41,30.39,34.63,40.96,5.69,5.81,17.11,3.42,6.31,318.0
28-01-2015,17.0,8.0,10.9,8.1,281.8,1017.9,36.5,1.4,134.6,156.9,18.96,28.6,35.57,49.71,7.45,4.63,15.23,3.75,6.86,295.0
29-01-2015,18.0,5.0,11.0,6.1,284.3,1018.7,5.7,1.8,173.13,277.0,23.14,38.34,48.89,62.03,8.71,4.07,16.29,4.24,9.84,327.0
30-01-2015,19.0,6.0,11.9,6.4,288.2,1020.4,0.0,2.3,178.04,272.61,19.8,38.43,44.45,69.78,9.35,3.95,14.91,3.86,6.61,345.0
31-01-2015,20.5,7.0,12.9,6.9,280.0,1017.7,12.8,2.3,158.59,207.06,30.67,41.36,57.77,67.66,8.02,3.97,17.51,3.74,8.98,334.0
01-02-2015,22.9,8.3,14.5,9.1,122.6,1017.5,43.7,1.5,211.59,371.05,57.56,58.17,93.17,96.69,11.39,7.94,23.28,5.82,15.45,358.0
02-02-2015,23.0,11.9,17.0,11.7,111.3,1017.2,59.3,1.5,163.64,219.84,13.7,37.25,39.34,84.49,8.87,5.37,28.38,2.57,4.69,349.0
03-02-2015,22.0,14.0,17.0,12.5,178.7,1019.8,46.3,1.7,157.71,194.09,12.28,31.05,34.1,66.38,6.61,5.85,28.56,2.3,4.24,334.0
04-02-2015,20.0,10.0,14.2,11.8,288.7,1022.3,49.6,1.1,137.26,147.08,15.21,29.69,36.06,53.28,7.39,4.76,15.07,3.4,6.31,313.0
05-02-2015,22.0,9.0,14.3,8.4,290.2,1019.2,26.4,1.6,131.76,127.42,23.15,36.51,47.4,51.24,7.38,4.06,21.7,5.47,10.17,262.0
06-02-2015,24.0,8.0,15.0,7.8,304.7,1018.7,9.4,2.1,151.6,330.99,46.66,67.0,84.76,63.45,5.12,6.62,33.92,8.86,19.7,303.0
07-02-2015,24.6,8.7,16.5,9.2,59.5,1017.1,0.7,1.9,160.75,210.52,37.54,57.69,71.68,58.15,10.28,6.95,43.44,5.64,14.95,329.0
08-02-2015,23.8,10.7,16.6,9.0,301.2,1017.1,21.4,2.0,145.34,215.69,30.54,50.39,61.78,66.72,5.39,6.8,30.43,2.42,6.5,323.0
09-02-2015,25.0,11.0,17.1,9.7,312.5,1019.6,0.0,2.4,134.67,109.86,19.95,39.18,44.48,74.29,4.86,6.89,20.62,2.81,3.17,266.0
10-02-2015,23.1,10.0,15.8,9.2,294.9,1019.9,3.6,2.2,153.07,218.23,23.41,42.2,48.01,79.54,7.42,4.82,19.02,6.96,7.1,319.0
11-02-2015,23.0,9.8,16.0,10.1,300.0,1017.2,2.9,1.6,116.91,316.14,33.79,53.63,64.04,95.13,9.52,4.91,27.17,6.78,5.59,334.0
12-02-2015,23.0,9.0,15.7,10.5,289.0,1016.1,3.7,1.4,177.98,394.97,30.48,42.73,58.19,69.47,12.11,5.87,25.58,2.85,7.38,342.0
13-02-2015,25.0,10.0,16.9,8.9,271.3,1013.1,0.0,2.1,167.01,328.43,32.23,44.61,55.13,83.96,8.94,5.96,27.62,2.69,7.69,341.0
14-02-2015,27.6,12.0,19.7,11.0,293.5,1010.0,0.1,2.8,193.96,412.46,81.47,53.81,107.76,137.27,10.67,6.63,34.22,5.75,17.88,377.0
15-02-2015,27.0,12.0,18.9,12.0,283.3,1012.5,10.0,1.3,184.06,497.37,44.16,58.15,75.98,61.89,12.65,6.81,40.91,3.16,8.98,391.0
16-02-2015,25.9,15.2,20.1,14.0,109.7,1013.7,29.9,1.7,152.62,310.74,24.32,44.22,49.67,74.74,11.55,5.47,34.36,1.7,5.37,358.0
17-02-2015,27.0,16.4,20.8,15.4,110.5,1012.3,38.8,1.5,161.27,195.78,23.71,25.4,42.76,75.66,9.22,5.65,41.62,1.83,5.62,327.0
18-02-2015,29.0,15.0,21.3,15.5,135.0,1011.8,9.1,1.5,188.2,253.53,69.2,60.29,104.31,79.83,11.9,6.88,36.54,5.33,16.27,365.0
19-02-2015,29.0,17.1,22.8,17.0,117.6,1012.3,28.6,1.7,159.97,193.78,24.53,40.51,47.8,81.44,10.05,4.96,31.88,2.41,6.12,352.0
20-02-2015,29.0,18.6,23.2,16.9,98.7,1013.5,41.6,2.0,144.12,162.2,18.1,34.71,40.32,81.04,8.76,5.57,31.61,1.49,6.76,317.0
21-02-2015,27.5,16.8,21.6,13.6,298.9,1014.6,1.3,2.3,155.38,191.03,35.51,45.11,57.91,69.59,10.85,9.63,30.11,4.26,16.48,320.0
22-02-2015,29.0,15.0,21.6,13.6,286.9,1013.7,15.8,2.6,124.1,107.61,15.38,31.83,32.15,70.25,6.95,5.42,27.19,0.79,3.13,279.0
23-02-2015,29.0,15.5,21.8,16.2,306.1,1014.8,37.2,1.4,141.39,157.01,21.95,38.23,42.71,36.38,7.64,7.24,36.86,2.02,11.23,281.0
24-02-2015,28.4,16.0,21.8,17.5,127.2,1011.4,62.6,1.2,170.16,238.33,36.04,48.4,60.78,34.14,9.82,7.03,37.39,4.13,22.47,354.0
25-02-2015,28.0,20.0,23.5,17.0,106.9,1009.0,75.0,1.8,148.19,169.57,14.79,29.28,34.14,34.91,10.55,6.69,31.57,1.64,6.92,340.0
26-02-2015,27.0,14.0,20.1,6.5,305.0,1009.9,12.7,2.6,140.78,171.64,11.34,20.95,26.65,23.22,10.3,7.06,28.72,1.55,6.96,323.0
27-02-2015,27.0,13.0,19.3,6.2,346.1,1012.7,8.0,2.8,130.42,163.67,13.85,24.75,31.46,22.36,10.13,9.86,34.08,1.85,8.56,315.0
28-02-2015,28.6,13.9,20.7,7.3,43.6,1013.7,39.4,2.9,105.86,169.28,9.21,20.65,25.3,16.49,8.03,9.95,41.38,1.77,7.83,310.0
01-03-2015,21.0,15.0,17.7,14.8,119.5,1010.7,92.3,2.3,71.83,98.89,8.49,21.42,19.55,12.44,9.65,9.27,22.51,1.11,4.63,324.0
02-03-2015,22.0,15.0,17.3,15.4,128.0,1012.0,88.0,2.4,53.71,60.15,11.02,13.43,20.48,19.11,7.28,4.35,22.08,0.7,3.45,226.0
03-03-2015,21.0,13.0,16.4,12.7,311.9,1014.0,49.7,2.3,83.49,112.1,16.23,23.75,30.88,16.04,9.34,5.68,20.83,1.93,8.11,266.0
04-03-2015,23.0,11.0,16.6,10.9,294.8,1013.9,15.6,2.1,91.07,139.15,13.71,24.28,28.73,17.44,7.25,3.92,25.83,1.52,8.05,200.0
05-03-2015,25.8,11.4,18.3,10.7,250.1,1015.4,0.0,2.1,106.57,196.19,25.97,31.12,45.48,28.86,6.22,5.6,32.88,2.92,15.12,275.0
06-03-2015,27.0,14.0,20.4,11.9,328.9,1016.5,21.4,3.4,101.75,163.14,20.56,26.59,34.17,32.04,9.21,5.4,33.67,2.25,9.31,322.0
07-03-2015,26.2,14.0,19.2,13.9,109.5,1014.2,35.2,2.8,77.57,90.54,12.07,19.15,24.66,16.83,6.99,5.31,23.09,1.6,6.31,216.0
08-03-2015,24.5,15.0,19.0,14.0,103.7,1015.0,69.8,2.9,63.24,80.2,13.52,20.35,27.44,16.12,6.17,3.53,20.71,1.29,6.09,108.0
09-03-2015,23.2,14.0,18.0,8.8,317.5,1020.5,35.2,3.2,76.62,117.38,10.49,18.21,22.84,15.2,6.76,4.64,22.85,0.87,4.32,197.0
10-03-2015,24.0,9.0,16.7,9.7,288.5,1020.0,4.1,2.1,86.7,150.92,11.44,18.82,25.78,18.88,6.55,3.44,25.87,1.28,5.62,238.0
11-03-2015,25.4,12.0,18.5,11.1,289.1,1017.9,34.8,1.8,104.29,176.2,14.94,25.63,32.66,29.48,7.75,4.54,29.62,1.91,7.74,274.0
12-03-2015,27.7,13.0,19.6,11.9,301.3,1017.5,39.7,2.4,115.93,203.75,18.48,32.29,37.84,30.72,9.87,5.42,35.05,2.83,12.42,315.0
13-03-2015,28.1,15.0,21.1,13.1,227.8,1014.9,61.8,1.7,108.66,173.89,15.61,30.75,37.02,23.31,7.7,10.29,34.05,3.44,14.88,307.0
14-03-2015,27.0,16.0,21.0,15.0,185.1,1015.6,74.2,3.2,67.94,105.29,14.3,29.78,32.1,29.21,7.06,9.19,23.39,2.08,9.14,208.0
15-03-2015,20.0,15.7,17.9,14.4,145.1,1015.1,77.3,3.0,38.89,46.68,9.49,17.76,21.45,30.59,6.49,5.39,22.0,0.83,4.45,165.0
16-03-2015,25.0,15.0,19.5,14.6,137.7,1017.0,68.3,2.9,45.39,74.14,10.2,17.14,22.27,33.16,5.29,14.73,25.55,0.84,4.83,188.0
17-03-2015,26.5,15.0,20.5,14.6,298.9,1016.7,27.1,3.0,55.55,104.33,12.18,20.96,25.28,39.8,7.84,7.4,23.11,1.23,6.39,217.0
18-03-2015,25.2,14.0,19.9,13.2,297.1,1013.7,21.5,2.8,50.59,95.56,9.32,16.6,21.74,39.16,6.05,3.84,27.5,0.82,4.42,191.0
19-03-2015,29.0,15.0,21.4,12.5,298.5,1014.9,6.0,2.8,69.51,136.67,14.05,23.77,30.29,36.77,6.72,4.41,27.07,3.24,8.67,240.0
20-03-2015,30.1,15.0,22.1,13.2,289.6,1015.2,20.7,2.8,96.62,168.0,19.15,29.04,37.12,35.07,7.63,5.27,29.01,6.89,17.61,229.0
21-03-2015,31.0,17.0,24.1,15.2,310.0,1015.5,1.8,2.7,96.28,172.91,20.18,29.21,37.78,32.01,7.17,5.59,25.97,9.91,16.65,248.0
22-03-2015,32.0,18.0,24.8,16.1,295.6,1013.1,4.6,3.1,72.2,122.12,9.39,20.27,23.15,32.52,6.16,3.75,25.48,3.16,6.07,204.0
23-03-2015,34.0,18.0,25.2,15.9,292.3,1010.8,7.0,3.2,78.47,132.74,12.57,23.04,28.5,32.13,6.65,4.23,27.1,6.89,13.55,271.0
24-03-2015,34.5,18.0,25.9,15.4,313.6,1010.8,1.1,3.0,91.87,179.36,21.3,30.01,40.31,31.79,7.9,5.11,34.78,13.32,16.21,261.0
25-03-2015,34.6,19.4,27.5,16.6,315.1,1012.4,32.2,2.6,107.26,201.08,21.52,33.82,42.98,27.92,8.46,9.21,45.78,5.54,11.03,292.0
26-03-2015,36.0,20.0,28.7,17.4,288.7,1013.5,30.3,2.3,109.78,217.9,24.1,33.02,44.26,28.0,9.6,8.84,40.0,3.97,10.31,317.0
27-03-2015,35.0,23.0,28.7,14.6,302.0,1013.1,29.2,3.5,62.27,117.81,12.01,24.76,27.71,27.34,7.0,10.56,31.08,1.98,4.26,223.0
28-03-2015,35.1,19.0,27.2,14.3,284.7,1010.8,5.0,3.0,102.22,212.96,22.14,29.41,40.44,32.82,8.82,17.05,40.23,3.62,9.33,321.0
29-03-2015,29.6,22.2,25.5,14.2,114.5,1008.5,61.5,2.7,104.36,202.01,23.55,33.86,43.2,37.35,12.06,18.32,32.84,3.75,9.87,312.0
30-03-2015,27.4,20.0,23.3,17.2,98.7,1010.3,89.7,3.8,44.19,57.0,7.11,17.6,19.91,28.77,7.26,9.94,26.81,1.44,3.4,210.0
31-03-2015,31.0,19.9,24.8,17.3,102.2,1010.9,42.0,3.0,55.66,78.64,10.22,20.13,26.74,30.62,6.68,11.78,34.15,1.94,4.89,186.0
01-04-2015,33.0,20.0,26.5,17.1,142.6,1008.6,41.8,2.6,112.86,167.6,24.6,32.71,45.12,36.05,9.91,18.04,38.45,3.42,9.07,257.0
02-04-2015,34.0,22.0,28.0,15.8,117.2,1005.7,47.0,3.3,78.51,112.78,9.82,20.54,27.51,31.04,6.66,14.8,35.54,2.08,4.2,249.0
03-04-2015,31.9,20.0,24.5,18.8,121.1,1005.0,87.5,4.0,66.52,76.05,11.21,18.47,27.79,35.48,7.15,13.02,24.85,2.28,5.02,200.0
04-04-2015,25.0,18.0,21.1,17.2,126.1,1005.6,70.8,3.5,62.56,86.11,10.66,24.96,30.36,28.46,4.46,13.81,27.98,2.35,6.04,154.0
05-04-2015,29.5,17.4,23.6,16.4,123.6,1007.8,17.2,2.8,78.61,145.1,13.0,27.75,39.45,32.3,6.82,18.37,40.79,2.85,8.08,196.0
06-04-2015,32.0,19.0,25.2,15.3,309.0,1008.2,36.9,2.6,119.7,195.47,34.3,32.83,59.96,44.66,10.7,17.95,30.32,4.98,14.32,311.0
07-04-2015,29.1,19.0,23.9,15.9,34.4,1010.4,56.0,3.1,64.91,95.81,7.57,24.47,30.04,29.78,6.75,9.37,43.23,1.72,4.65,243.0
08-04-2015,33.0,19.7,26.0,14.1,316.2,1012.4,23.2,3.0,91.61,120.2,11.64,34.72,37.7,24.84,9.25,16.61,61.68,2.51,7.17,302.0
09-04-2015,32.0,19.6,25.7,14.5,303.4,1010.9,0.0,3.7,64.47,148.17,11.33,35.15,41.13,30.04,4.93,11.81,35.18,2.53,6.82,216.0
10-04-2015,34.2,19.7,27.1,14.8,284.1,1009.6,5.1,2.8,97.13,203.67,17.46,52.77,62.06,30.32,4.17,16.43,59.88,3.52,9.68,261.0
11-04-2015,37.0,20.4,28.5,14.0,275.5,1009.0,50.7,2.7,133.13,234.65,22.86,59.52,72.68,34.01,4.36,22.64,73.72,4.58,14.16,344.0
12-04-2015,27.2,21.4,24.1,17.3,358.4,1012.8,79.6,2.7,75.84,91.73,9.63,45.3,40.75,28.79,6.49,14.7,49.21,2.01,6.71,260.0
13-04-2015,31.5,19.8,24.5,17.8,107.9,1014.0,60.9,2.9,85.52,116.62,14.18,50.3,56.07,38.86,1.91,17.09,62.52,2.54,8.84,216.0
14-04-2015,31.3,21.2,26.3,17.5,109.6,1013.6,53.3,2.8,72.21,132.68,13.41,42.65,50.06,36.68,4.39,15.81,55.44,2.21,7.25,197.0
15-04-2015,34.0,21.9,27.5,17.8,125.8,1013.3,39.1,3.1,91.73,161.43,18.39,47.41,45.1,34.8,9.16,13.88,31.14,2.63,7.07,267.0
16-04-2015,31.0,22.0,25.9,16.4,329.3,1014.8,49.2,3.0,80.34,164.56,18.2,44.06,58.92,37.84,5.59,21.63,59.29,2.67,10.67,293.0
17-04-2015,36.0,19.9,27.6,16.6,290.5,1009.3,0.3,3.0,66.34,180.67,18.75,40.09,55.98,30.04,5.9,15.14,54.47,3.29,10.23,221.0
18-04-2015,38.0,23.0,30.5,15.3,293.9,1003.7,6.4,2.8,121.27,268.65,26.27,51.11,66.92,28.99,6.4,18.01,65.72,4.51,13.89,342.0
19-04-2015,41.0,23.0,32.2,15.0,227.9,1004.5,7.3,2.5,126.81,308.82,32.69,64.73,87.58,34.39,7.65,18.68,65.08,4.79,17.48,384.0
20-04-2015,39.5,27.4,33.1,15.1,127.7,1006.9,45.5,2.3,119.03,336.63,18.14,60.41,68.41,33.63,5.39,22.25,87.04,3.03,10.2,387.0
21-04-2015,38.1,26.0,31.8,13.2,280.8,1006.6,4.7,2.5,112.82,327.81,23.52,50.7,63.45,30.3,5.49,20.78,74.49,4.42,13.04,385.0
22-04-2015,38.1,23.2,31.1,8.6,289.1,1004.7,0.0,3.1,101.04,279.41,26.26,55.27,72.67,24.36,6.35,19.53,69.41,4.88,14.52,355.0
23-04-2015,39.0,22.6,31.8,9.4,283.3,1005.0,14.0,3.1,119.73,273.68,33.93,76.46,96.19,29.32,5.69,22.77,76.14,4.83,18.21,358.0
24-04-2015,40.0,24.7,32.7,10.2,18.2,1005.5,4.6,2.6,140.12,313.53,42.58,88.61,108.55,36.5,5.35,28.48,89.42,5.42,22.15,380.0
25-04-2015,36.5,24.0,30.9,14.1,106.9,1006.1,3.5,2.0,105.26,318.88,22.5,58.87,71.34,37.0,5.88,18.3,93.54,3.03,12.73,364.0
26-04-2015,33.7,24.0,28.8,16.0,110.0,1009.0,8.9,2.8,63.48,160.3,13.17,31.23,38.68,32.83,7.74,13.48,77.43,1.89,6.65,318.0
27-04-2015,37.1,24.7,30.7,17.8,109.1,1007.8,10.3,2.9,66.22,174.5,13.18,35.54,44.09,32.27,4.03,12.8,70.74,1.82,6.09,235.0
28-04-2015,37.0,23.7,31.1,17.5,108.2,1006.0,31.2,2.8,84.45,141.25,11.98,34.88,43.91,29.46,3.24,15.07,70.42,1.62,6.08,224.0
29-04-2015,36.2,24.5,31.2,17.5,110.4,1006.0,18.2,3.2,63.62,131.56,12.09,42.98,51.34,29.93,5.51,15.2,61.86,1.82,7.31,246.0
30-04-2015,40.0,26.1,32.9,16.9,114.7,1005.2,9.2,3.3,58.36,171.42,12.0,43.9,48.72,29.08,5.16,13.86,60.18,1.98,6.47,238.0
01-05-2015,39.0,25.3,32.1,15.8,80.1,1006.7,12.4,3.7,76.1,192.81,13.14,42.99,52.01,26.55,6.59,13.81,53.16,1.94,9.5,244.0
02-05-2015,39.0,24.0,30.8,14.6,275.4,1007.2,35.5,3.4,72.66,206.1,25.56,62.09,76.22,26.99,6.69,17.24,43.06,3.35,15.83,272.0
03-05-2015,40.0,23.3,31.6,11.6,343.3,1007.4,0.6,2.6,121.94,334.02,52.12,83.3,100.84,35.46,9.84,19.87,41.71,6.49,32.11,338.0
04-05-2015,39.1,23.1,31.6,11.8,286.3,1007.7,0.1,3.1,108.98,326.71,52.0,85.5,112.64,31.33,5.83,18.34,37.7,5.66,26.87,341.0
05-05-2015,41.0,22.7,32.4,10.4,282.8,1005.9,0.0,2.0,144.92,366.85,75.13,107.85,150.76,35.82,5.26,28.39,50.27,6.59,35.57,361.0
06-05-2015,45.0,26.4,34.5,8.9,283.9,1003.3,3.8,2.4,159.03,346.98,53.42,87.88,122.67,39.27,6.34,26.4,92.66,5.74,28.97,370.0
07-05-2015,43.0,28.0,35.3,7.1,289.1,1004.6,0.8,2.6,95.9,343.12,19.74,63.18,73.07,35.52,7.57,24.86,75.6,4.11,12.65,376.0
08-05-2015,42.1,28.0,34.7,8.5,268.7,1004.8,34.7,2.4,86.81,305.38,25.55,56.54,73.9,30.52,4.46,21.09,74.84,3.76,8.6,340.0
09-05-2015,42.4,27.0,35.2,11.4,248.6,1003.2,17.3,2.4,101.91,285.38,43.33,63.57,96.25,34.25,7.81,18.4,76.38,3.71,11.93,361.0
10-05-2015,43.0,28.1,35.4,12.1,266.7,1002.6,14.3,2.5,97.95,283.47,20.83,57.51,65.08,31.32,9.59,17.37,67.97,3.19,10.36,361.0
11-05-2015,39.2,29.0,33.9,14.7,260.3,1004.8,60.7,2.3,89.2,336.82,11.91,42.7,48.43,36.11,8.1,15.74,87.93,2.18,5.94,365.0
12-05-2015,38.2,27.1,32.8,18.6,65.0,1006.1,55.7,2.5,89.58,293.26,11.54,43.04,48.09,52.21,6.19,11.64,83.43,1.68,5.4,332.0
13-05-2015,35.8,24.0,29.0,19.5,65.3,1006.7,55.1,2.8,77.46,174.52,10.5,48.61,45.79,56.95,7.01,10.49,55.62,2.11,7.15,288.0
14-05-2015,37.0,23.0,29.7,17.8,328.4,1008.1,28.3,3.0,80.54,196.08,16.38,42.22,53.26,47.74,6.01,9.75,57.1,2.33,7.56,251.0
15-05-2015,36.0,25.0,29.5,18.4,338.2,1007.6,27.0,2.4,98.1,240.34,27.46,63.55,81.14,44.08,9.48,12.32,77.87,3.06,11.05,354.0
16-05-2015,37.0,23.1,30.3,18.2,73.2,1005.0,12.8,2.6,75.14,186.28,24.05,75.5,91.36,41.94,4.75,15.65,73.24,2.0,5.81,272.0
17-05-2015,40.1,25.7,32.9,17.4,134.6,1002.4,0.0,2.9,98.54,188.39,15.83,57.63,65.15,43.23,5.47,20.97,70.29,1.64,4.74,291.0
18-05-2015,43.0,29.7,36.0,16.5,127.7,1001.6,3.8,3.1,65.41,172.35,9.2,47.64,55.88,40.95,6.2,14.5,79.02,1.57,3.99,254.0
19-05-2015,42.0,25.0,33.3,17.7,279.2,1002.7,28.1,2.4,88.89,240.31,16.42,75.47,70.51,40.32,5.13,14.39,79.55,1.7,5.59,277.0
20-05-2015,43.0,23.0,32.3,15.3,280.4,1003.8,10.8,2.7,68.22,176.25,21.7,52.69,60.6,42.24,2.93,20.91,57.17,1.97,4.94,223.0
21-05-2015,45.0,28.0,35.8,13.8,281.6,1002.2,6.6,2.9,75.65,335.13,27.16,53.03,63.55,56.95,5.36,14.14,42.61,1.99,5.19,293.0
22-05-2015,44.0,28.5,36.5,10.0,279.2,1000.2,14.5,3.3,66.31,235.99,34.97,56.84,77.1,45.91,5.6,14.13,64.34,1.57,3.94,293.0
23-05-2015,44.0,28.2,37.4,11.0,261.1,998.1,14.6,3.2,59.85,313.73,38.94,52.79,75.32,36.5,5.84,10.66,66.63,1.25,3.62,287.0
24-05-2015,43.1,28.8,37.0,12.2,218.9,999.4,24.5,3.0,77.33,251.52,32.09,56.29,69.04,37.22,5.67,17.43,60.08,8.39,7.12,240.0
25-05-2015,45.0,30.0,38.7,10.6,254.9,998.3,21.7,2.6,115.0,340.66,51.72,60.65,102.66,40.26,6.58,11.79,95.72,1.52,5.27,312.0
26-05-2015,46.0,30.1,38.2,8.4,271.5,1000.5,6.8,3.1,94.25,311.08,24.98,51.77,70.51,33.51,4.34,10.07,79.4,1.39,3.57,311.0
27-05-2015,43.0,26.2,35.2,6.6,302.3,1002.9,0.0,2.9,86.12,231.35,42.01,70.43,91.54,29.05,5.57,16.89,80.71,2.32,5.37,298.0
28-05-2015,43.0,26.9,35.3,11.9,315.5,1001.9,12.9,2.0,172.38,436.17,54.87,72.67,100.54,35.74,5.04,13.35,83.33,2.06,6.62,324.0
29-05-2015,44.0,29.0,36.0,13.4,348.6,1002.6,33.2,2.4,108.33,275.6,37.21,64.94,87.55,41.74,5.62,12.17,76.1,1.9,5.71,361.0
30-05-2015,44.0,28.9,36.3,12.8,296.7,1003.6,14.1,2.6,87.96,239.12,47.05,65.26,103.71,40.66,5.99,16.33,69.95,2.48,7.66,322.0
31-05-2015,41.0,30.2,35.6,12.5,319.5,1002.4,40.6,2.6,64.4,236.8,19.04,41.86,52.3,36.27,4.53,12.15,87.47,1.49,3.31,294.0
01-06-2015,36.0,23.2,31.1,13.7,26.1,1002.5,74.2,2.7,46.55,175.39,15.74,48.55,61.72,35.12,3.62,9.81,72.89,1.03,3.71,246.0
02-06-2015,41.0,26.3,32.4,14.2,274.7,1004.3,70.7,2.9,53.61,117.86,18.64,54.29,68.84,46.09,6.6,6.8,56.2,1.4,3.98,268.0
03-06-2015,35.6,26.0,29.0,17.6,332.3,1005.2,78.1,2.9,63.66,137.7,24.46,65.25,91.72,54.47,4.88,6.59,41.92,1.67,5.8,250.0
04-06-2015,38.0,24.6,31.3,18.1,287.5,1005.4,51.9,2.7,79.84,170.55,15.02,62.38,71.04,57.58,3.89,5.93,63.0,3.42,8.0,278.0
05-06-2015,39.0,27.0,33.1,16.8,308.0,1004.9,29.7,2.6,71.87,241.67,16.05,62.63,52.93,75.0,12.54,4.26,52.03,2.49,7.32,312.0
06-06-2015,41.0,27.3,34.4,16.3,296.7,1003.0,11.1,3.1,44.09,119.29,11.64,46.37,46.37,71.88,10.2,6.15,37.09,2.21,6.02,238.0
07-06-2015,42.4,27.9,35.9,15.8,296.8,1001.1,17.5,3.4,79.27,186.2,25.76,77.07,91.29,46.57,2.99,9.6,88.63,2.41,6.95,240.0
