datetime,tempmax,tempmin,temp,dew,winddir,sealevelpressure,cloudcover,visibility,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
27-02-2016,29.7,14.7,21.9,12.5,124.2,1018.3,0.0,2.3,137.59,245.96,63.25,86.59,102.02,36.93,1.85,24.43,117.3,3.25,10.6,341.0
28-02-2016,29.8,14.5,21.7,14.5,106.7,1018.5,1.6,2.0,148.93,263.73,84.62,76.43,114.7,41.99,1.99,21.63,130.99,3.33,11.29,335.0
29-02-2016,30.8,16.4,22.8,15.6,108.9,1018.4,11.1,1.9,147.84,255.34,85.99,76.4,134.66,49.77,1.96,17.63,137.57,5.95,17.45,342.0
01-03-2016,30.8,16.3,23.4,14.8,23.9,1015.9,20.3,1.9,208.62,299.88,113.63,102.02,151.93,51.11,2.54,25.49,138.3,11.02,34.16,368.0
02-03-2016,32.1,16.5,24.5,14.2,352.1,1015.2,13.8,2.0,164.38,244.58,123.21,102.23,181.1,41.75,2.06,25.53,157.07,6.27,24.07,361.0
03-03-2016,34.0,16.5,24.8,14.2,0.8,1015.1,2.3,2.4,168.09,264.31,116.23,100.71,182.37,48.37,2.77,33.45,113.89,10.66,37.95,346.0
04-03-2016,34.0,18.7,25.5,14.1,299.5,1012.8,31.3,2.3,111.42,201.71,28.05,60.47,79.02,39.42,1.36,16.6,103.88,3.87,10.79,311.0
05-03-2016,29.8,17.0,22.8,13.9,12.7,1012.8,80.5,2.9,53.46,129.37,9.63,48.15,48.15,31.6,0.73,19.05,84.88,1.82,4.78,214.0
06-03-2016,28.0,16.2,21.6,15.6,57.5,1013.1,71.7,3.1,53.28,60.61,17.03,55.78,61.54,44.64,0.85,15.1,81.26,2.32,5.23,165.0
07-03-2016,29.0,16.9,22.7,15.8,313.0,1012.6,33.8,2.5,102.02,167.78,33.11,54.69,84.84,54.88,1.28,20.44,82.97,7.04,12.43,218.0
08-03-2016,28.1,17.0,22.5,15.0,290.6,1011.8,28.7,2.5,88.44,134.81,19.94,43.9,61.04,40.96,1.07,26.24,61.83,4.62,8.24,230.0
09-03-2016,29.0,16.0,22.8,14.3,283.6,1012.1,19.8,2.0,109.02,164.84,35.5,49.75,76.08,35.16,1.16,31.56,66.4,5.35,10.61,248.0
10-03-2016,31.0,16.2,24.0,15.5,293.4,1013.2,15.4,2.0,125.61,240.67,54.54,60.19,100.31,37.73,1.62,26.69,92.04,8.42,15.62,274.0
11-03-2016,33.2,20.0,24.0,17.5,113.2,1012.7,57.0,2.2,85.35,204.96,38.38,30.44,48.08,28.85,2.31,9.58,36.99,3.43,11.5,212.0
12-03-2016,30.8,18.9,23.4,16.8,87.9,1010.2,66.9,2.6,60.17,237.16403783783787,8.84,15.89,19.14,42.478415015641296,2.15,8.04,31.91,1.8,4.28,127.0
13-03-2016,28.9,17.6,23.0,16.1,84.4,1010.9,54.6,3.3,58.95,237.16403783783787,4.1,10.63,15.13,42.478415015641296,1.58,7.25,66.25,1.08,2.48,112.0
14-03-2016,27.0,17.8,22.3,15.0,34.5,1013.7,53.2,3.3,56.81,79.14,23.42,38.11,46.02,23.58,1.34,18.53,55.08,1.83,6.96,111.0
15-03-2016,29.3,15.0,22.3,14.1,302.3,1014.9,26.2,2.6,74.79,162.38,71.57,34.54,75.09,26.0,1.79,20.36,77.88,3.12,11.97,187.0
16-03-2016,29.1,14.0,22.4,13.5,290.0,1013.0,31.4,2.5,67.17,152.46,21.36,36.61,53.44,29.89,1.09,17.04,48.58,3.84,7.91,123.0
17-03-2016,31.7,18.0,24.7,14.0,123.9,1010.6,73.1,2.9,75.74,137.98,22.03,65.89,78.38,31.57,1.12,21.48,73.05,5.96,11.2,194.0
18-03-2016,31.7,20.7,25.5,16.6,115.7,1010.1,51.9,2.7,74.51,133.3,24.06,64.64,69.35,30.43,1.29,27.7,70.45,2.11,5.0,186.0
19-03-2016,33.0,20.0,25.5,16.4,86.5,1009.4,51.0,2.5,105.7,194.95,67.6,77.89,131.48,38.99,2.41,30.74,56.49,3.63,10.69,242.0
20-03-2016,33.0,19.5,25.9,17.2,0.3,1010.2,19.6,2.7,101.7,167.64,55.13,57.84,99.81,52.94,1.64,20.52,97.74,4.78,13.34,267.0
21-03-2016,32.0,20.5,25.7,12.9,323.7,1011.4,12.2,3.4,61.7,129.21,12.64,36.37,45.3,33.75,1.12,15.98,65.16,3.59,6.75,207.0
22-03-2016,30.0,17.0,23.5,8.9,286.6,1009.8,0.0,3.4,50.96,139.62,5.98,31.12,32.05,21.64,0.96,13.54,70.69,2.62,4.66,176.0
23-03-2016,32.2,16.0,24.1,10.5,281.3,1009.7,0.4,3.3,79.93,148.1,34.57,50.45,67.93,27.0,1.3,22.15,84.89,3.33,6.61,188.0
24-03-2016,37.0,16.0,26.2,12.3,159.6,1013.1,19.9,2.7,190.39,228.19,85.62,88.44,138.71,39.36,2.39,24.44,169.36,4.06,10.5,338.0
25-03-2016,36.4,19.0,28.2,15.9,87.5,1013.3,27.1,2.6,136.06,217.03,47.16,85.91,112.34,44.01,2.33,32.84,142.38,4.49,10.03,324.0
26-03-2016,27.1,20.0,24.4,16.2,302.2,1013.5,59.4,2.8,78.83,122.24,12.75,42.51,48.36,37.72,1.02,23.86,66.2,2.69,6.11,256.0
27-03-2016,32.0,18.0,25.3,14.3,310.5,1013.0,33.0,3.5,70.35,54.0,6.56,37.18,36.21,28.36,0.73,18.09,66.87,1.53,3.56,178.0
28-03-2016,33.0,16.0,25.1,13.4,302.5,1012.8,7.2,3.4,86.4,110.31,21.37,53.01,67.76,27.83,1.04,25.75,77.27,3.55,7.83,219.0
29-03-2016,32.2,18.0,25.8,13.2,304.9,1011.6,23.3,2.8,87.75,156.89,18.61,48.72,62.06,29.91,1.28,42.34,67.87,4.58,8.11,200.0
30-03-2016,35.0,19.3,27.5,13.0,277.0,1011.6,29.4,2.6,90.46,163.7,28.13,46.74,64.38,27.39,1.41,36.91,47.01,4.02,8.45,215.0
31-03-2016,37.4,20.7,29.1,12.6,287.5,1009.7,38.2,2.7,133.62,218.3,93.5,61.21,117.28,34.59,2.68,19.64,62.15,4.78,11.76,293.0
01-04-2016,38.0,21.0,30.0,13.8,296.1,1006.9,16.4,2.9,130.7,237.16403783783787,5.58,15.89,20.05,42.478415015641296,1.48,12.78,29.69,3.34,5.74,316.0
02-04-2016,39.0,22.0,30.9,14.6,305.0,1008.3,32.4,3.5,118.44,237.16403783783787,16.79,18.29,30.66,42.478415015641296,2.28,16.35,29.38,6.12,9.87,294.0
03-04-2016,39.5,25.8,32.6,17.2,49.0,1008.5,42.7,2.7,150.98,217.84,63.75,44.98,91.09,62.22,1.73,27.44,69.66,9.05,17.57,314.0
04-04-2016,39.4,24.5,32.0,13.5,271.6,1007.3,44.2,3.1,133.06,377.61,54.82,31.55,70.95,59.55,1.79,20.54,63.44,10.72,15.68,332.0
05-04-2016,36.2,26.8,31.5,12.8,336.1,1007.2,54.8,3.6,97.83,174.11,7.16,20.15,26.39,24.26,1.38,18.86,28.8,4.51,6.9,261.0
06-04-2016,37.2,23.0,30.3,11.5,14.3,1007.2,66.4,3.2,91.82,202.91,24.61,52.54,64.76,32.31,1.48,31.06,37.04,6.37,17.96,208.0
07-04-2016,35.8,20.0,28.6,12.7,285.0,1007.5,33.4,2.6,129.61,329.68,54.59,58.6,98.07,48.67,1.29,35.57,32.33,11.15,23.17,289.0
08-04-2016,35.5,20.4,28.2,10.9,15.2,1009.6,10.8,3.4,89.78,193.14,24.3,53.55,75.27,31.01,1.63,48.86,34.75,9.35,18.35,216.0
09-04-2016,37.0,20.5,29.6,10.8,321.0,1009.4,17.7,2.7,177.55,272.67,65.1,63.03,122.4,35.12,1.57,46.97,47.93,15.32,21.16,314.0
10-04-2016,36.9,24.0,31.0,11.4,346.6,1009.3,54.0,2.9,119.78,154.18,35.14,47.95,82.5,33.72,1.8,35.24,31.6,7.83,12.59,265.0
11-04-2016,36.0,21.0,28.9,10.9,315.6,1009.4,16.9,3.2,85.14,246.86,13.25,36.5,47.89,31.62,0.7,22.66,61.02,5.21,8.42,257.0
12-04-2016,35.2,22.0,29.1,11.5,292.6,1007.3,1.1,3.5,79.11,201.81,13.94,35.44,48.38,23.32,0.7,17.85,58.47,4.12,6.19,235.0
13-04-2016,38.0,21.0,30.6,9.1,291.6,1004.2,0.0,3.1,77.66,247.61,25.64,46.29,70.06,22.7,1.09,25.16,58.74,4.12,6.9,239.0
14-04-2016,39.4,22.0,31.6,9.0,272.8,1003.8,9.8,2.8,98.6,220.48,39.07,58.81,78.15,22.82,1.34,26.21,75.75,5.28,9.5,239.0
15-04-2016,40.4,23.9,33.0,9.7,283.3,1005.0,30.7,2.7,119.85,285.18,88.96,76.2,133.09,34.25,2.02,37.57,85.91,9.21,19.19,302.0
16-04-2016,42.4,25.6,34.2,11.3,277.8,1003.6,38.6,3.0,124.13,237.16403783783787,36.76,37.49,54.07,17.79,1.62,14.84,35.97,5.83,10.0,296.0
17-04-2016,42.0,28.0,34.5,11.8,252.7,1002.8,52.7,2.7,107.99,283.02,30.63,42.35,61.61,21.22,1.01,13.34,66.77,3.35,7.11,247.0
18-04-2016,40.4,28.0,33.9,13.7,270.1,1004.8,27.1,3.0,109.77,219.17,33.28,49.32,78.86,28.33,0.98,22.15,81.29,5.44,9.28,265.0
19-04-2016,42.0,26.7,33.5,13.9,262.8,1006.0,50.1,2.4,127.32,311.93,35.74,63.21,99.16,28.32,1.5,35.73,98.35,7.66,17.39,301.0
20-04-2016,40.2,25.0,32.7,11.0,282.3,1006.8,33.5,3.1,128.43,283.05,22.33,48.65,66.43,25.14,1.1,29.16,97.22,6.38,9.32,322.0
21-04-2016,39.4,23.0,33.0,10.2,296.9,1004.5,19.7,3.5,95.33,265.56,13.43,42.87,50.67,20.52,0.88,19.87,103.07,3.2,5.38,291.0
22-04-2016,41.0,25.4,32.4,10.8,308.1,1001.9,21.7,3.1,115.14,208.42,9.87,44.8,46.72,20.0,0.89,25.63,110.09,2.09,4.27,292.0
23-04-2016,37.3,24.1,30.8,7.6,312.8,1002.4,7.6,3.1,87.24,171.92,18.15,50.78,56.56,20.6,1.07,25.65,87.26,2.05,4.73,257.0
24-04-2016,37.4,20.8,30.2,5.1,299.5,1003.2,0.3,3.1,131.66,219.3,57.65,69.92,102.52,22.0,1.8,40.96,87.66,3.78,9.01,282.0
25-04-2016,39.2,21.8,31.1,4.6,312.9,1005.4,23.5,2.9,108.61,213.36,31.14,70.04,91.82,23.14,1.36,39.91,87.38,3.52,10.97,271.0
26-04-2016,40.2,22.5,32.2,8.0,349.7,1007.4,38.8,2.8,139.23,306.08,71.92,97.93,118.98,29.38,2.14,38.53,86.82,6.71,17.43,314.0
27-04-2016,40.2,23.4,32.1,9.6,300.3,1006.2,46.1,2.4,152.82,379.7,154.33,108.53,168.05,39.52,2.75,33.53,87.74,10.18,31.19,376.0
28-04-2016,40.4,23.0,32.2,7.5,302.7,1005.6,19.0,2.5,175.72,354.17,72.12,80.4,126.06,37.83,2.14,35.7,117.59,7.57,18.75,390.0
29-04-2016,40.1,23.1,32.5,7.7,280.7,1005.9,9.8,2.3,174.83,383.05,62.82,88.26,117.82,32.04,2.21,38.0,56.3,6.48,13.15,374.0
30-04-2016,40.4,23.3,32.3,7.7,271.5,1005.2,0.0,2.3,142.64,237.16403783783787,30.09,51.53,56.14,16.95,1.87,13.83,59.71,5.04,9.22,340.0
01-05-2016,41.6,23.2,33.6,7.8,274.9,1003.1,0.2,2.4,124.21,237.16403783783787,52.27,52.3,74.64,17.35,1.77,10.98,74.25,6.6,11.72,297.0
02-05-2016,44.4,25.7,35.8,7.9,263.4,1002.6,27.8,2.6,119.47,237.16403783783787,21.08,41.26,43.36,13.81,1.33,10.0,70.42,4.22,7.29,275.0
03-05-2016,39.2,31.8,35.5,12.5,331.2,1004.4,72.7,2.8,131.35,284.55,10.0,59.73,52.11,31.89,1.48,21.42,101.53,3.64,8.74,281.0
04-05-2016,40.0,28.3,32.5,14.5,101.5,1004.3,54.6,2.7,107.21,297.94,18.52,61.77,72.09,49.53,1.43,26.13,91.18,4.9,12.28,309.0
05-05-2016,34.1,22.0,29.3,16.7,113.4,1007.7,65.7,2.9,68.94,173.86,11.94,46.27,53.02,44.78,1.15,18.35,79.9,3.09,11.56,262.0
06-05-2016,35.0,25.9,30.2,14.9,117.7,1007.1,60.2,3.3,59.13,136.92,21.0,55.07,71.12,35.93,1.12,20.23,65.26,4.65,12.46,194.0
07-05-2016,38.1,25.7,32.3,15.7,146.2,1005.8,48.8,3.3,82.91,193.14,15.3,66.68,70.75,39.63,0.94,20.15,75.61,5.37,10.97,229.0
08-05-2016,39.0,26.6,33.4,17.3,94.4,1006.2,28.0,2.9,93.0,208.75,7.73,64.2,59.4,45.99,1.08,25.25,81.61,5.28,10.54,246.0
09-05-2016,38.0,28.4,32.8,18.3,109.7,1006.2,30.4,3.1,80.77,168.66,3.71,48.67,43.92,51.11,1.01,18.97,79.06,3.31,6.31,225.0
10-05-2016,38.1,27.4,33.2,17.5,96.6,1006.8,35.6,4.2,72.18,174.94,5.87,57.52,54.56,43.66,1.05,22.26,68.57,3.84,14.27,221.0
11-05-2016,38.1,25.1,31.8,19.6,95.8,1006.5,33.0,3.5,57.91,112.6,6.74,52.3,50.94,53.04,0.98,16.32,61.02,3.34,12.34,185.0
12-05-2016,40.4,27.3,34.3,19.9,19.7,1003.0,10.3,3.2,89.0,207.98,14.69,64.25,67.9,66.64,1.33,17.95,76.43,4.8,14.3,218.0
13-05-2016,42.2,28.8,35.6,16.8,284.5,1001.8,41.5,3.1,94.75,250.51,37.0,60.29,80.62,56.26,1.09,16.54,95.52,6.85,18.17,310.0
14-05-2016,42.4,28.4,35.9,16.6,54.6,1003.3,16.8,3.1,111.16,292.64,46.21,67.71,78.61,52.87,1.44,20.49,86.22,7.78,19.79,307.0
15-05-2016,42.4,28.4,36.6,15.3,346.7,1003.8,12.7,2.9,128.85,379.8,50.68,57.06,64.22,46.77,1.83,18.7,56.63,12.0,17.73,324.0
16-05-2016,44.0,27.8,36.6,12.0,298.9,1001.8,13.7,3.4,95.22,247.95,37.68,58.46,85.72,31.0,1.12,21.19,62.4,5.15,10.12,316.0
17-05-2016,43.2,30.0,36.7,12.9,306.7,999.6,9.3,3.4,90.34,249.27,32.62,62.4,98.0,29.12,1.19,27.34,89.66,4.72,9.81,302.0
18-05-2016,43.7,26.9,37.1,12.9,312.2,998.5,0.0,3.8,102.89,266.72,52.8,80.57,118.39,26.39,1.76,31.96,105.42,5.44,13.84,317.0
19-05-2016,42.8,29.9,36.4,19.7,102.7,998.9,2.1,3.1,91.3,219.01,11.17,67.73,74.26,43.64,1.86,27.98,85.76,3.74,9.37,300.0
20-05-2016,41.4,31.0,36.4,22.9,100.1,997.7,11.7,3.5,61.47,186.97,7.21,52.02,55.3,57.83,1.07,12.82,77.8,2.58,8.41,246.0
21-05-2016,41.2,31.4,35.9,23.2,112.6,996.5,6.0,3.2,80.71,233.72,4.48,48.23,45.61,55.28,0.96,13.08,107.9,1.88,4.19,255.0
22-05-2016,43.5,29.3,36.0,22.8,88.8,997.0,17.9,3.1,67.69,149.31,4.99,53.42,50.1,46.09,0.99,15.3,101.65,1.16,2.82,218.0
23-05-2016,40.5,23.7,31.9,20.1,100.0,1000.1,63.5,2.9,65.92,163.9,5.25,45.86,47.55,40.22,0.79,16.69,93.48,0.87,2.5,252.0
24-05-2016,35.0,24.2,30.2,20.5,125.0,1000.6,62.8,2.9,50.02,103.26,12.6,43.57,53.77,36.69,0.88,13.46,75.38,0.99,3.18,185.0
25-05-2016,39.0,27.9,31.4,21.0,257.5,998.3,65.3,2.7,103.47,240.52,14.64,50.77,61.13,48.53,1.02,13.98,126.55,1.86,5.87,256.0
26-05-2016,39.4,26.9,33.6,20.4,271.1,998.9,18.3,2.5,115.68,293.73,22.75,48.12,58.91,42.29,1.04,11.79,160.06,1.67,5.7,311.0
27-05-2016,41.2,31.7,36.6,17.5,281.1,1000.0,39.8,2.0,190.32,379.29,25.71,50.38,65.02,43.19,1.08,13.73,169.35,2.5,8.03,381.0
28-05-2016,41.2,27.9,36.1,18.2,270.2,999.9,13.6,2.5,111.22,314.0,8.63,34.37,35.37,29.71,0.81,15.48,120.76,1.59,8.72,409.0
29-05-2016,36.8,24.0,29.6,20.7,132.5,1001.8,62.5,3.1,33.18,169.36,3.57,35.71,22.06,30.46,0.64,10.6,101.26,0.66,1.44,272.0
30-05-2016,32.3,23.2,26.8,21.1,64.3,1003.3,68.6,2.3,49.82,101.24,21.03,50.18,64.65,39.34,0.99,11.3,73.43,2.43,9.91,187.0
31-05-2016,37.2,25.2,31.2,21.6,276.6,1003.2,49.6,2.6,108.16,214.14,31.68,49.41,78.79,47.17,1.17,9.15,83.4,4.79,18.77,225.0
01-06-2016,39.8,27.4,33.9,20.5,272.5,1003.3,31.8,3.1,81.9,251.87,17.71,44.55,57.7,37.91,1.0,13.11,86.34,4.8,10.9,283.0
02-06-2016,42.2,31.0,36.5,18.8,287.7,1002.3,2.2,2.7,84.72,298.5,26.72,49.88,73.71,37.86,1.09,13.87,94.77,5.0,10.98,316.0
03-06-2016,43.4,29.9,36.9,19.4,326.6,1002.5,7.9,2.9,143.21,296.64,53.59,74.99,108.21,44.94,1.76,21.41,129.18,8.33,24.79,361.0
04-06-2016,43.0,31.4,37.7,21.3,67.7,1002.4,15.8,2.9,147.04,274.63,26.48,75.26,92.33,47.59,1.47,15.4,115.31,6.38,20.24,330.0
05-06-2016,42.0,31.0,36.4,24.0,97.6,1002.8,15.1,2.9,79.6,166.28,4.05,36.69,33.03,51.64,0.96,11.7,78.8,2.31,10.45,256.0
06-06-2016,39.2,31.4,34.7,21.1,102.2,1002.9,26.6,3.1,92.34,208.17,8.11,45.47,45.71,35.52,1.12,14.68,100.24,2.73,12.57,237.0
07-06-2016,38.0,29.5,33.6,21.4,75.3,1002.4,16.4,3.1,65.83,152.18,8.77,45.5,52.2,33.33,1.82,15.9,82.33,3.28,16.6,246.0
08-06-2016,42.0,29.9,35.4,20.6,97.1,1000.1,16.1,3.2,56.97,143.88,7.96,57.31,61.05,32.67,1.45,19.95,79.75,4.35,16.88,202.0
09-06-2016,41.0,30.0,34.7,20.7,125.2,998.9,61.9,2.8,69.06,187.69,15.09,49.67,63.99,35.28,1.07,15.09,84.94,4.18,13.88,209.0
10-06-2016,42.4,29.1,34.7,19.3,129.1,998.6,51.2,2.8,79.47,239.74,20.49,51.75,71.2,30.18,0.91,18.14,92.8,4.58,15.79,262.0
11-06-2016,39.4,26.1,32.4,20.6,294.5,999.7,63.0,3.0,72.79,225.52,15.79,38.84,53.11,37.83,0.95,9.83,68.93,4.66,13.22,280.0
12-06-2016,39.2,27.0,34.2,19.1,291.7,999.2,36.6,3.5,77.97,272.34,19.62,40.04,59.25,33.33,0.88,9.78,70.91,3.45,10.63,279.0
13-06-2016,40.8,28.2,34.8,21.3,267.1,998.9,56.2,2.9,103.35,332.91,20.53,34.52,56.84,34.24,0.79,10.14,98.09,4.68,8.25,357.0
14-06-2016,36.0,25.0,31.4,22.8,258.4,998.5,78.6,3.0,64.65,197.51,27.2,38.55,68.18,38.65,0.95,8.29,57.42,6.15,9.97,266.0
15-06-2016,38.4,30.0,33.8,23.8,100.1,996.6,61.1,2.8,105.87,330.36,18.12,37.74,55.24,42.47,1.04,11.23,65.24,4.56,17.16,330.0
16-06-2016,36.9,29.0,33.0,22.1,104.5,998.8,33.7,3.4,67.17,109.42,7.69,30.44,32.88,34.5,0.92,9.89,56.97,2.78,9.95,248.0
17-06-2016,39.2,27.3,33.2,22.7,102.3,999.7,50.6,3.5,72.82,120.06,16.21,41.27,52.49,32.53,1.03,10.43,59.25,2.89,10.79,172.0
18-06-2016,39.2,30.9,35.2,24.4,111.0,1001.1,37.0,3.6,83.41,142.57,7.3,33.98,35.75,33.32,0.98,8.64,68.32,2.78,9.0,234.0
19-06-2016,40.0,30.6,34.6,24.9,105.7,1001.9,47.5,3.4,111.95,101.54,7.47,32.55,34.9,34.93,0.99,9.51,56.24,2.39,6.88,201.0
20-06-2016,38.2,26.3,31.2,25.4,116.4,1001.1,67.2,3.2,95.36,84.18,11.99,40.24,47.72,34.93,1.07,11.24,52.76,3.03,9.95,206.0
21-06-2016,37.2,27.0,31.5,24.9,123.4,1000.4,71.2,3.1,99.28,54.85,6.49,32.04,32.95,35.69,0.93,10.54,43.4,2.39,6.77,159.0
22-06-2016,37.1,27.0,32.1,24.8,107.4,1002.0,59.1,3.1,86.6,99.89,9.12,31.89,37.74,31.53,1.16,7.88,51.74,2.82,9.43,187.0
23-06-2016,38.0,27.8,32.6,23.3,210.1,1001.1,71.0,3.0,105.05,98.88,10.88,37.7,44.63,28.31,1.06,8.34,55.92,3.23,10.1,228.0
24-06-2016,40.0,30.0,35.2,23.7,276.6,998.9,29.9,3.3,107.61,331.1,15.97,45.29,60.69,33.1,1.04,9.03,101.3,3.65,12.19,284.0
25-06-2016,39.2,32.0,35.0,25.7,102.7,1000.5,43.0,3.1,70.07,175.26,4.67,50.91,51.52,43.4,1.09,10.87,79.26,2.77,10.31,310.0
26-06-2016,38.9,30.0,34.1,25.5,101.3,1001.0,51.2,3.0,52.06,86.63,4.54,40.57,42.04,39.05,0.85,8.71,58.37,2.99,9.68,158.0
27-06-2016,38.2,31.0,34.0,25.9,97.9,999.6,78.6,2.8,80.96,112.46,5.66,37.28,37.28,39.39,1.01,7.63,51.76,2.11,9.34,154.0
28-06-2016,35.0,26.1,30.3,25.6,88.2,1001.6,82.2,2.5,89.29,96.05,12.43,40.07,49.02,35.05,1.21,9.77,55.61,2.57,14.57,187.0
29-06-2016,39.0,28.2,34.2,25.9,94.1,1001.8,57.0,3.1,66.24,68.43,7.96,37.01,39.52,33.03,1.05,10.22,44.44,2.29,9.39,180.0
30-06-2016,39.5,31.4,35.3,25.9,129.7,999.0,56.5,3.0,73.3,103.25,9.49,34.17,39.9,31.42,1.35,9.43,51.31,2.62,9.9,190.0
01-07-2016,36.4,28.1,31.8,26.7,199.7,996.4,89.7,2.8,55.74,113.1,12.65,29.28,40.04,42.08,1.28,7.97,37.35,2.52,8.64,164.0
02-07-2016,30.0,25.0,28.1,24.2,52.4,998.4,93.2,2.9,58.73,96.62,15.31,33.9,48.12,36.91,1.85,7.81,40.49,2.98,12.52,148.0
03-07-2016,31.8,27.0,29.2,25.3,260.8,998.8,90.1,2.6,74.71,95.26,10.6,36.79,41.59,35.43,1.49,8.77,48.9,2.77,13.77,154.0
04-07-2016,34.0,26.1,29.9,26.1,100.2,997.8,88.5,2.5,61.57,75.83,14.67,37.93,50.05,35.38,1.38,8.88,52.3,2.24,9.43,160.0
05-07-2016,36.3,28.0,32.4,26.5,230.3,996.1,67.0,2.6,73.33,162.2,21.67,47.24,67.91,42.46,1.51,8.51,55.57,3.29,11.92,165.0
06-07-2016,36.2,29.0,32.4,26.2,106.6,997.2,58.1,2.9,83.36,143.29,11.31,34.78,43.72,52.72,1.77,7.6,57.81,2.58,8.64,210.0
07-07-2016,36.5,29.8,32.8,26.0,135.8,998.3,61.8,4.9,54.09,80.82,6.51,27.69,29.77,37.18,1.41,8.73,42.67,2.05,6.88,158.0
08-07-2016,34.8,29.0,31.0,26.0,131.6,997.7,73.2,3.2,52.47,98.86,14.06,42.07,51.85,40.9,1.31,8.38,45.55,2.69,10.18,172.0
09-07-2016,37.0,28.0,31.9,26.2,102.3,997.2,58.6,2.9,57.06,87.81,13.01,30.77,41.97,40.31,1.09,7.73,45.1,2.22,9.41,151.0
10-07-2016,36.4,29.8,32.0,25.7,117.3,996.7,61.2,3.4,64.35,86.18,12.96,35.91,46.19,37.92,1.07,7.94,43.24,2.52,10.42,143.0
11-07-2016,34.8,29.0,31.2,26.1,111.2,997.8,67.8,3.1,63.47,74.51,13.86,33.57,45.91,38.15,1.08,7.74,42.22,2.33,8.87,156.0
12-07-2016,34.6,28.7,30.1,26.7,100.6,999.3,72.3,2.9,35.34,57.16,24.89,32.55,58.24,33.66,1.32,9.06,43.95,3.41,18.14,108.0
13-07-2016,34.6,28.4,30.5,26.7,82.1,999.2,58.6,2.8,57.9,79.1,29.55,31.96,57.77,43.92,1.52,8.23,50.01,3.88,17.84,163.0
14-07-2016,35.2,26.8,29.8,26.8,137.7,998.8,81.8,2.4,65.09,56.29,31.24,29.7,54.28,61.03,1.49,7.39,47.3,4.18,13.39,243.0
15-07-2016,33.6,27.8,30.1,27.0,250.3,999.1,86.8,2.8,58.08,88.23,24.44,29.17,46.93,38.79,1.05,6.58,36.35,2.49,8.34,123.0
16-07-2016,30.0,25.0,27.7,26.1,314.1,999.9,93.5,2.6,53.81,44.48,14.85,22.38,37.7,40.89,1.21,7.18,33.31,2.4,5.86,106.0
17-07-2016,29.9,26.0,27.7,25.7,271.8,1001.5,90.8,2.5,79.48,38.59,14.17,15.75,29.63,33.83,0.98,7.0,28.11,2.86,5.89,202.0
18-07-2016,32.0,25.3,27.7,25.6,278.3,1001.4,88.8,2.7,47.91,77.07,24.72,32.85,54.62,51.53,1.48,7.31,36.73,4.35,10.89,120.0
19-07-2016,35.2,27.0,31.1,26.3,270.2,1000.4,56.3,3.3,42.54,166.27,20.73,31.4,48.11,55.76,0.92,6.78,44.7,4.23,9.89,135.0
20-07-2016,37.0,29.0,33.0,26.5,266.0,999.9,57.9,3.6,50.58,203.09,24.36,34.96,60.14,31.06,1.15,9.36,61.07,2.36,7.57,245.0
21-07-2016,37.2,29.0,33.4,25.1,255.1,999.7,58.4,3.4,45.76,240.86,32.54,37.8,79.06,32.92,0.87,7.27,56.3,2.32,6.11,280.0
22-07-2016,37.0,29.0,33.3,25.2,229.7,999.6,57.7,3.3,52.91,157.41,20.2,37.42,58.72,37.84,1.14,8.63,64.4,1.9,11.74,269.0
23-07-2016,34.2,29.0,31.3,25.5,116.0,1001.6,73.1,3.0,44.87,80.14,8.85,23.88,28.63,35.77,0.84,7.23,51.32,0.97,5.07,163.0
24-07-2016,34.8,28.9,30.6,26.5,105.7,1003.0,84.5,2.8,51.04,124.47,15.95,56.56,69.2,38.44,1.46,8.91,65.42,3.2,9.41,262.0
25-07-2016,34.2,28.8,31.4,26.3,130.9,1002.4,67.0,2.4,61.31,163.57,19.52,58.4,73.04,45.77,1.32,7.93,62.62,3.64,12.4,195.0
26-07-2016,34.8,28.0,30.0,26.8,111.1,1003.2,76.7,2.5,44.79,95.08,11.64,40.48,50.72,48.6,1.08,8.2,52.3,2.47,10.16,163.0
27-07-2016,30.6,27.0,27.9,25.9,94.1,1004.8,93.8,1.9,30.29,58.09,25.41,40.86,65.28,42.48,1.36,10.82,56.73,2.97,14.13,108.0
28-07-2016,32.9,27.0,28.8,25.9,63.9,1003.0,93.0,2.0,32.0,68.69,27.67,42.81,68.89,40.28,1.34,9.95,72.25,4.81,18.68,134.0
29-07-2016,28.8,26.2,27.3,26.2,60.8,1001.4,96.6,1.7,45.02,76.89,38.7,44.18,82.68,41.18,1.77,9.87,70.34,5.37,20.12,155.0
30-07-2016,30.0,26.2,27.2,26.0,76.8,1001.4,95.6,1.8,47.69,50.0,29.68,36.78,68.62,36.4,1.6,8.69,49.28,4.77,16.89,116.0
31-07-2016,31.0,26.9,28.5,26.1,81.8,1001.1,86.9,2.2,44.83,70.62,23.7,32.5,54.99,37.62,1.29,8.01,85.11,4.25,15.17,136.0
01-08-2016,32.2,26.7,28.4,26.2,91.0,999.7,90.6,2.2,33.03,53.42,17.15,29.86,48.93,35.28,1.3,10.33,68.03,3.55,14.22,150.0
